date,Num
20140618_00:00,7179
20140618_00:01,8976
20140618_00:02,8033
20140618_00:03,6770
20140618_00:04,6742
20140618_00:05,6691
20140618_00:06,7035
20140618_00:07,6636
20140618_00:08,6665
20140618_00:09,6710
20140618_00:10,6827
20140618_00:11,7217
20140618_00:12,6595
20140618_00:13,6975
20140618_00:14,6941
20140618_00:15,6914
20140618_00:16,6559
20140618_00:17,6427
20140618_00:18,6630
20140618_00:19,6383
20140618_00:20,6538
20140618_00:21,6815
20140618_00:22,6295
20140618_00:23,6370
20140618_00:24,6177
20140618_00:25,6457
20140618_00:26,6758
20140618_00:27,6196
20140618_00:28,6348
20140618_00:29,6340
20140618_00:30,6388
20140618_00:31,7199
20140618_00:32,7296
20140618_00:33,6250
20140618_00:34,6088
20140618_00:35,6540
20140618_00:36,6400
20140618_00:37,6091
20140618_00:38,6141
20140618_00:39,6083
20140618_00:40,6121
20140618_00:41,6399
20140618_00:42,5917
20140618_00:43,5908
20140618_00:44,6114
20140618_00:45,6016
20140618_00:46,6395
20140618_00:47,5782
20140618_00:48,5831
20140618_00:49,5886
20140618_00:50,5987
20140618_00:51,6190
20140618_00:52,6032
20140618_00:53,5878
20140618_00:54,6140
20140618_00:55,6512
20140618_00:56,6484
20140618_00:57,5944
20140618_00:58,5832
20140618_00:59,6159
20140618_01:00,6398
20140618_01:01,6945
20140618_01:02,6926
20140618_01:03,6149
20140618_01:04,6124
20140618_01:05,6267
20140618_01:06,6305
20140618_01:07,5902
20140618_01:08,5971
20140618_01:09,5909
20140618_01:10,5882
20140618_01:11,6082
20140618_01:12,5826
20140618_01:13,5891
20140618_01:14,5913
20140618_01:15,5922
20140618_01:16,6198
20140618_01:17,5629
20140618_01:18,5652
20140618_01:19,5812
20140618_01:20,6139
20140618_01:21,6141
20140618_01:22,5758
20140618_01:23,5734
20140618_01:24,5803
20140618_01:25,5758
20140618_01:26,6110
20140618_01:27,5754
20140618_01:28,5634
20140618_01:29,5739
20140618_01:30,6267
20140618_01:31,6054
20140618_01:32,6293
20140618_01:33,5726
20140618_01:34,5655
20140618_01:35,5581
20140618_01:36,6081
20140618_01:37,5479
20140618_01:38,5591
20140618_01:39,5610
20140618_01:40,5664
20140618_01:41,5848
20140618_01:42,5314
20140618_01:43,5159
20140618_01:44,5411
20140618_01:45,5569
20140618_01:46,5965
20140618_01:47,5525
20140618_01:48,5514
20140618_01:49,5512
20140618_01:50,5476
20140618_01:51,6050
20140618_01:52,5328
20140618_01:53,5363
20140618_01:54,5461
20140618_01:55,5723
20140618_01:56,5612
20140618_01:57,5159
20140618_01:58,5272
20140618_01:59,5212
20140618_02:00,5420
20140618_02:01,6625
20140618_02:02,5994
20140618_02:03,5371
20140618_02:04,5124
20140618_02:05,5265
20140618_02:06,5324
20140618_02:07,5153
20140618_02:08,5083
20140618_02:09,5243
20140618_02:10,5292
20140618_02:11,5863
20140618_02:12,5084
20140618_02:13,5104
20140618_02:14,5179
20140618_02:15,5240
20140618_02:16,5379
20140618_02:17,5142
20140618_02:18,5006
20140618_02:19,5100
20140618_02:20,5241
20140618_02:21,5592
20140618_02:22,5033
20140618_02:23,5151
20140618_02:24,5322
20140618_02:25,5295
20140618_02:26,5674
20140618_02:27,5104
20140618_02:28,5066
20140618_02:29,5033
20140618_02:30,5440
20140618_02:31,5966
20140618_02:32,5584
20140618_02:33,5012
20140618_02:34,5006
20140618_02:35,4895
20140618_02:36,5362
20140618_02:37,4930
20140618_02:38,4855
20140618_02:39,5153
20140618_02:40,5226
20140618_02:41,5640
20140618_02:42,4844
20140618_02:43,4881
20140618_02:44,4840
20140618_02:45,4934
20140618_02:46,5315
20140618_02:47,4826
20140618_02:48,4789
20140618_02:49,4972
20140618_02:50,5179
20140618_02:51,5177
20140618_02:52,4942
20140618_02:53,4843
20140618_02:54,5036
20140618_02:55,5021
20140618_02:56,5339
20140618_02:57,4826
20140618_02:58,4967
20140618_02:59,4918
20140618_03:00,5078
20140618_03:01,5852
20140618_03:02,5898
20140618_03:03,4851
20140618_03:04,4707
20140618_03:05,4907
20140618_03:06,5168
20140618_03:07,4645
20140618_03:08,4719
20140618_03:09,5023
20140618_03:10,4985
20140618_03:11,5185
20140618_03:12,4822
20140618_03:13,4871
20140618_03:14,4942
20140618_03:15,4903
20140618_03:16,5362
20140618_03:17,4703
20140618_03:18,5063
20140618_03:19,4906
20140618_03:20,4986
20140618_03:21,5195
20140618_03:22,4824
