date,Num
20140610_00:00,15725
20140610_00:01,18889
20140610_00:02,18491
20140610_00:03,15902
20140610_00:04,15937
20140610_00:05,16611
20140610_00:06,17626
20140610_00:07,15668
20140610_00:08,16275
20140610_00:09,16095
20140610_00:10,16332
20140610_00:11,16059
20140610_00:12,15209
20140610_00:13,15435
20140610_00:14,15733
20140610_00:15,16419
20140610_00:16,16896
20140610_00:17,15501
20140610_00:18,16221
20140610_00:19,15923
20140610_00:20,16472
20140610_00:21,16419
20140610_00:22,15182
20140610_00:23,16034
20140610_00:24,15505
20140610_00:25,16298
20140610_00:26,16119
20140610_00:27,15355
20140610_00:28,15520
20140610_00:29,15862
20140610_00:30,15322
20140610_00:31,19115
20140610_00:32,16963
20140610_00:33,16023
20140610_00:34,15521
20140610_00:35,15768
20140610_00:36,14520
20140610_00:37,16149
20140610_00:38,15190
20140610_00:39,15102
20140610_00:40,16157
20140610_00:41,15695
20140610_00:42,15160
20140610_00:43,15476
20140610_00:44,15347
20140610_00:45,15339
20140610_00:46,16119
20140610_00:47,14737
20140610_00:48,15585
20140610_00:49,15514
20140610_00:50,15890
20140610_00:51,15667
20140610_00:52,15418
20140610_00:53,15337
20140610_00:54,15146
20140610_00:55,15144
20140610_00:56,15809
20140610_00:57,14683
20140610_00:58,14722
20140610_00:59,14927
20140610_01:00,15717
20140610_01:01,17791
20140610_01:02,15995
20140610_01:03,14665
20140610_01:04,14769
20140610_01:05,14889
20140610_01:06,14983
20140610_01:07,14460
20140610_01:08,14058
20140610_01:09,14382
20140610_01:10,14881
20140610_01:11,14687
20140610_01:12,13948
20140610_01:13,14143
20140610_01:14,14099
20140610_01:15,13746
20140610_01:16,15567
20140610_01:17,13838
20140610_01:18,13954
20140610_01:19,14709
20140610_01:20,14722
20140610_01:21,14398
20140610_01:22,14037
20140610_01:23,14135
20140610_01:24,14392
20140610_01:25,14769
20140610_01:26,16031
20140610_01:27,14203
20140610_01:28,14628
20140610_01:29,14542
20140610_01:30,15458
20140610_01:31,16720
20140610_01:32,14599
20140610_01:33,14185
20140610_01:34,14051
20140610_01:35,14308
20140610_01:36,14918
20140610_01:37,13946
20140610_01:38,14008
20140610_01:39,14625
20140610_01:40,14843
20140610_01:41,15254
20140610_01:42,14158
20140610_01:43,14130
20140610_01:44,14071
20140610_01:45,14590
20140610_01:46,15394
20140610_01:47,13987
20140610_01:48,13984
20140610_01:49,13751
20140610_01:50,13924
20140610_01:51,14760
20140610_01:52,13635
20140610_01:53,13937
20140610_01:54,14238
20140610_01:55,14486
20140610_01:56,14632
20140610_01:57,14222
20140610_01:58,14082
20140610_01:59,14112
20140610_02:00,15065
20140610_02:01,17862
20140610_02:02,15598
20140610_02:03,14043
20140610_02:04,13790
20140610_02:05,14047
20140610_02:06,15309
20140610_02:07,13678
20140610_02:08,14140
20140610_02:09,14353
20140610_02:10,14528
20140610_02:11,14917
20140610_02:12,13628
20140610_02:13,13702
20140610_02:14,13885
20140610_02:15,14228
20140610_02:16,15438
20140610_02:17,13784
20140610_02:18,13823
20140610_02:19,13841
20140610_02:20,14530
20140610_02:21,14846
20140610_02:22,13876
20140610_02:23,13809
20140610_02:24,13694
20140610_02:25,14092
20140610_02:26,14277
20140610_02:27,13560
20140610_02:28,13533
20140610_02:29,14116
20140610_02:30,14347
20140610_02:31,16931
20140610_02:32,15012
20140610_02:33,13730
20140610_02:34,13536
20140610_02:35,14136
20140610_02:36,14646
20140610_02:37,13703
20140610_02:38,13593
20140610_02:39,13379
20140610_02:40,13769
20140610_02:41,14705
20140610_02:42,13723
20140610_02:43,13462
20140610_02:44,13758
20140610_02:45,13860
20140610_02:46,14272
20140610_02:47,13457
20140610_02:48,13509
20140610_02:49,13688
20140610_02:50,13795
20140610_02:51,15102
20140610_02:52,13501
20140610_02:53,13354
20140610_02:54,13514
20140610_02:55,13636
20140610_02:56,14879
20140610_02:57,13018
20140610_02:58,14398
20140610_02:59,13454
20140610_03:00,14749
20140610_03:01,15191
20140610_03:02,14057
20140610_03:03,13094
