date,Num
20140617_00:00,8393
20140617_00:01,10720
20140617_00:02,9041
20140617_00:03,8234
20140617_00:04,8195
20140617_00:05,8329
20140617_00:06,8234
20140617_00:07,7749
20140617_00:08,8122
20140617_00:09,7978
20140617_00:10,8139
20140617_00:11,8683
20140617_00:12,7990
20140617_00:13,7896
20140617_00:14,7862
20140617_00:15,8298
20140617_00:16,8618
20140617_00:17,8445
20140617_00:18,8910
20140617_00:19,9066
20140617_00:20,8354
20140617_00:21,10001
20140617_00:22,8732
20140617_00:23,8709
20140617_00:24,8943
20140617_00:25,9232
20140617_00:26,9063
20140617_00:27,8436
20140617_00:28,8485
20140617_00:29,8575
20140617_00:30,8119
20140617_00:31,11653
20140617_00:32,9275
20140617_00:33,8683
20140617_00:34,8916
20140617_00:35,8901
20140617_00:36,9333
20140617_00:37,8516
20140617_00:38,8953
20140617_00:39,8753
20140617_00:40,9007
20140617_00:41,9288
20140617_00:42,8647
20140617_00:43,8739
20140617_00:44,8861
20140617_00:45,9024
20140617_00:46,9736
20140617_00:47,8997
20140617_00:48,8906
20140617_00:49,8904
20140617_00:50,9277
20140617_00:51,9111
20140617_00:52,8882
20140617_00:53,8939
20140617_00:54,8958
20140617_00:55,9071
20140617_00:56,9635
20140617_00:57,9047
20140617_00:58,8743
20140617_00:59,8694
20140617_01:00,8593
20140617_01:01,11577
20140617_01:02,9901
20140617_01:03,9198
20140617_01:04,9193
20140617_01:05,9091
20140617_01:06,8983
20140617_01:07,8446
20140617_01:08,8418
20140617_01:09,8588
20140617_01:10,8707
20140617_01:11,9085
20140617_01:12,8451
20140617_01:13,8815
20140617_01:14,8563
20140617_01:15,8725
20140617_01:16,8974
20140617_01:17,8344
20140617_01:18,8268
20140617_01:19,8326
20140617_01:20,8672
20140617_01:21,9149
20140617_01:22,8302
20140617_01:23,8384
20140617_01:24,8551
20140617_01:25,8601
20140617_01:26,9103
20140617_01:27,8273
20140617_01:28,8338
20140617_01:29,8274
20140617_01:30,8390
20140617_01:31,9731
20140617_01:32,9120
20140617_01:33,8251
20140617_01:34,8070
20140617_01:35,8215
20140617_01:36,8497
20140617_01:37,7934
20140617_01:38,8273
20140617_01:39,8053
20140617_01:40,8196
20140617_01:41,8267
20140617_01:42,8030
20140617_01:43,8170
20140617_01:44,8235
20140617_01:45,8286
20140617_01:46,8691
20140617_01:47,8056
20140617_01:48,7956
20140617_01:49,7830
20140617_01:50,7764
20140617_01:51,8354
20140617_01:52,7783
20140617_01:53,7659
20140617_01:54,7887
20140617_01:55,8031
20140617_01:56,8123
20140617_01:57,7444
20140617_01:58,7617
20140617_01:59,7457
20140617_02:00,8420
20140617_02:01,10104
20140617_02:02,9289
20140617_02:03,7942
20140617_02:04,7742
20140617_02:05,7698
20140617_02:06,8263
20140617_02:07,7557
20140617_02:08,7513
20140617_02:09,7805
20140617_02:10,8114
20140617_02:11,8246
20140617_02:12,7694
20140617_02:13,7822
20140617_02:14,7949
20140617_02:15,7687
20140617_02:16,7995
20140617_02:17,7445
20140617_02:18,7397
20140617_02:19,7403
20140617_02:20,7500
20140617_02:21,7862
20140617_02:22,7259
20140617_02:23,7372
20140617_02:24,7360
20140617_02:25,7415
20140617_02:26,7387
20140617_02:27,7171
20140617_02:28,7175
20140617_02:29,7259
20140617_02:30,7565
20140617_02:31,8787
20140617_02:32,7492
20140617_02:33,7072
20140617_02:34,7084
20140617_02:35,7293
20140617_02:36,7435
20140617_02:37,6901
20140617_02:38,7105
20140617_02:39,7002
20140617_02:40,6957
20140617_02:41,7611
20140617_02:42,6759
20140617_02:43,7119
20140617_02:44,6810
20140617_02:45,7160
20140617_02:46,7478
20140617_02:47,6655
20140617_02:48,6730
20140617_02:49,6851
20140617_02:50,7322
20140617_02:51,7331
20140617_02:52,6579
20140617_02:53,6582
20140617_02:54,6819
20140617_02:55,6937
20140617_02:56,7406
20140617_02:57,6770
20140617_02:58,6568
20140617_02:59,6619
20140617_03:00,6789
20140617_03:01,8371
20140617_03:02,7154
20140617_03:03,6719
20140617_03:04,6685
20140617_03:05,6610
20140617_03:06,7216
20140617_03:07,6386
20140617_03:08,6398
20140617_03:09,6592
20140617_03:10,6519
20140617_03:11,7032
20140617_03:12,6455
20140617_03:13,6364
20140617_03:14,6860
20140617_03:15,6535
20140617_03:16,6832
20140617_03:17,6185
20140617_03:18,6520
20140617_03:19,6497
20140617_03:20,6593
20140617_03:21,6693
20140617_03:22,6320
20140617_03:23,6343
20140617_03:24,6489
20140617_03:25,6277
20140617_03:26,6761
20140617_03:27,6388
20140617_03:28,6089
20140617_03:29,7450
20140617_03:30,6650
20140617_03:31,7766
20140617_03:32,6645
20140617_03:33,6178
20140617_03:34,6099
20140617_03:35,6204
20140617_03:36,6681
20140617_03:37,6175
20140617_03:38,6090
20140617_03:39,6170
20140617_03:40,6650
20140617_03:41,6620
20140617_03:42,5991
20140617_03:43,6664
20140617_03:44,7047
20140617_03:45,7010
20140617_03:46,7167
20140617_03:47,6232
20140617_03:48,6379
20140617_03:49,6034
20140617_03:50,6902
20140617_03:51,6874
20140617_03:52,6125
20140617_03:53,6337
20140617_03:54,6481
20140617_03:55,6477
20140617_03:56,6301
20140617_03:57,5959
20140617_03:58,6129
20140617_03:59,5989
20140617_04:00,6841
20140617_04:01,6875
20140617_04:02,6423
20140617_04:03,6155
20140617_04:04,6410
20140617_04:05,6628
20140617_04:06,6205
20140617_04:07,6293
20140617_04:08,6211
20140617_04:09,6079
20140617_04:10,7354
20140617_04:11,6841
20140617_04:12,6539
20140617_04:13,6516
20140617_04:14,6142
20140617_04:15,6314
20140617_04:16,6734
20140617_04:17,6336
20140617_04:18,6171
20140617_04:19,6187
20140617_04:20,6675
20140617_04:21,6291
20140617_04:22,6048
20140617_04:23,6111
20140617_04:24,6155
20140617_04:25,6108
20140617_04:26,6346
20140617_04:27,6145
20140617_04:28,6132
20140617_04:29,6104
20140617_04:30,6487
20140617_04:31,7120
20140617_04:32,6522
20140617_04:33,6307
20140617_04:34,6250
20140617_04:35,6388
20140617_04:36,6897
20140617_04:37,6179
20140617_04:38,6394
20140617_04:39,6344
20140617_04:40,6481
20140617_04:41,6949
20140617_04:42,6322
20140617_04:43,6334
20140617_04:44,6343
20140617_04:45,6450
20140617_04:46,6550
20140617_04:47,6235
20140617_04:48,6345
20140617_04:49,6235
20140617_04:50,6352
20140617_04:51,6614
20140617_04:52,6341
20140617_04:53,6328
20140617_04:54,6315
20140617_04:55,6472
20140617_04:56,6993
20140617_04:57,6439
20140617_04:58,6432
20140617_04:59,6419
20140617_05:00,7027
20140617_05:01,6840
20140617_05:02,6943
20140617_05:03,6552
20140617_05:04,6556
20140617_05:05,6618
20140617_05:06,6768
20140617_05:07,6427
20140617_05:08,6611
20140617_05:09,6907
20140617_05:10,6863
20140617_05:11,7233
20140617_05:12,6514
20140617_05:13,6951
20140617_05:14,6544
20140617_05:15,6662
20140617_05:16,6834
20140617_05:17,6642
20140617_05:18,6718
20140617_05:19,6567
20140617_05:20,6682
20140617_05:21,7180
20140617_05:22,6605
20140617_05:23,6526
20140617_05:24,6483
20140617_05:25,6759
20140617_05:26,7111
20140617_05:27,6629
20140617_05:28,6882
20140617_05:29,6825
20140617_05:30,7136
20140617_05:31,8258
20140617_05:32,7693
20140617_05:33,6994
20140617_05:34,7051
20140617_05:35,7063
20140617_05:36,7509
20140617_05:37,6837
20140617_05:38,6894
20140617_05:39,6718
20140617_05:40,6916
20140617_05:41,6989
20140617_05:42,6605
20140617_05:43,6613
20140617_05:44,6517
20140617_05:45,6907
20140617_05:46,7241
20140617_05:47,6605
20140617_05:48,6799
20140617_05:49,6764
