date,Num
20140601_00:00,21472
20140601_00:01,22432
20140601_00:02,22652
20140601_00:03,22680
20140601_00:04,22511
20140601_00:05,22629
20140601_00:06,22720
20140601_00:07,22614
20140601_00:08,22455
20140601_00:09,22722
20140601_00:10,22779
20140601_00:11,22728
20140601_00:12,22748
20140601_00:13,22789
20140601_00:14,22660
20140601_00:15,22751
20140601_00:16,22947
20140601_00:17,22719
20140601_00:18,22848
20140601_00:19,22747
20140601_00:20,22945
20140601_00:21,23029
20140601_00:22,22897
20140601_00:23,22779
20140601_00:24,23077
20140601_00:25,22486
20140601_00:26,22514
20140601_00:27,22246
20140601_00:28,22253
20140601_00:29,22434
20140601_00:30,22419
20140601_00:31,22282
20140601_00:32,22976
20140601_00:33,22979
20140601_00:34,22572
20140601_00:35,22589
20140601_00:36,22608
20140601_00:37,22845
20140601_00:38,22672
20140601_00:39,22435
20140601_00:40,22217
20140601_00:41,21886
20140601_00:42,22159
20140601_00:43,22214
20140601_00:44,21814
20140601_00:45,21985
20140601_00:46,21868
20140601_00:47,21929
20140601_00:48,22135
20140601_00:49,22112
20140601_00:50,22002
20140601_00:51,21973
20140601_00:52,22014
20140601_00:53,21919
20140601_00:54,22179
20140601_00:55,21973
20140601_00:56,22013
20140601_00:57,21375
20140601_00:58,21780
20140601_00:59,21559
20140601_01:00,21855
20140601_01:01,21853
20140601_01:02,21466
20140601_01:03,21388
20140601_01:04,21229
20140601_01:05,21297
20140601_01:06,21330
20140601_01:07,21318
20140601_01:08,21420
20140601_01:09,21286
20140601_01:10,21166
20140601_01:11,21287
20140601_01:12,21432
20140601_01:13,21258
20140601_01:14,21208
20140601_01:15,21147
20140601_01:16,21245
20140601_01:17,21334
20140601_01:18,21272
20140601_01:19,21007
20140601_01:20,21064
20140601_01:21,20692
20140601_01:22,20790
20140601_01:23,20512
20140601_01:24,20158
20140601_01:25,20378
20140601_01:26,20527
20140601_01:27,20832
20140601_01:28,21083
20140601_01:29,20824
20140601_01:30,20839
20140601_01:31,20377
20140601_01:32,20444
20140601_01:33,20577
20140601_01:34,21478
20140601_01:35,20993
20140601_01:36,20792
20140601_01:37,20490
