date,Num
20140606_00:00,21800
20140606_00:01,23106
20140606_00:02,25498
20140606_00:03,19270
20140606_00:04,19094
20140606_00:05,19700
20140606_00:06,20447
20140606_00:07,18880
20140606_00:08,19650
20140606_00:09,19882
20140606_00:10,20230
20140606_00:11,20069
20140606_00:12,19466
20140606_00:13,19327
20140606_00:14,19986
20140606_00:15,20945
20140606_00:16,20219
20140606_00:17,19197
20140606_00:18,19842
20140606_00:19,19153
20140606_00:20,20470
20140606_00:21,21660
20140606_00:22,19388
20140606_00:23,19738
20140606_00:24,19612
20140606_00:25,20573
20140606_00:26,19523
20140606_00:27,18735
20140606_00:28,18427
20140606_00:29,18858
20140606_00:30,20959
20140606_00:31,21300
20140606_00:32,20998
20140606_00:33,18925
20140606_00:34,18381
20140606_00:35,18847
20140606_00:36,20192
20140606_00:37,18222
20140606_00:38,18910
20140606_00:39,19148
20140606_00:40,20121
20140606_00:41,19644
20140606_00:42,18883
20140606_00:43,18678
20140606_00:44,19200
20140606_00:45,19635
20140606_00:46,20731
20140606_00:47,18391
20140606_00:48,18788
20140606_00:49,18373
20140606_00:50,19492
20140606_00:51,20101
20140606_00:52,18356
20140606_00:53,18597
20140606_00:54,18978
20140606_00:55,19127
20140606_00:56,19904
20140606_00:57,18569
20140606_00:58,19206
20140606_00:59,19427
20140606_01:00,19013
20140606_01:01,22688
20140606_01:02,19521
20140606_01:03,17928
20140606_01:04,17279
20140606_01:05,17923
20140606_01:06,18734
20140606_01:07,17881
20140606_01:08,18227
20140606_01:09,17640
20140606_01:10,17948
20140606_01:11,18811
20140606_01:12,17163
20140606_01:13,17547
20140606_01:14,17528
20140606_01:15,18354
20140606_01:16,18775
20140606_01:17,17419
20140606_01:18,17752
20140606_01:19,18050
20140606_01:20,18905
20140606_01:21,18705
20140606_01:22,17295
20140606_01:23,17778
20140606_01:24,17862
20140606_01:25,18792
20140606_01:26,18039
20140606_01:27,17203
20140606_01:28,17199
20140606_01:29,17679
20140606_01:30,16643
20140606_01:31,23352
20140606_01:32,18028
20140606_01:33,17589
20140606_01:34,17386
20140606_01:35,17153
20140606_01:36,17953
20140606_01:37,16915
20140606_01:38,17386
20140606_01:39,17476
20140606_01:40,17485
20140606_01:41,18743
20140606_01:42,16767
20140606_01:43,16837
20140606_01:44,16787
20140606_01:45,17492
20140606_01:46,18900
20140606_01:47,17103
20140606_01:48,17556
20140606_01:49,17755
20140606_01:50,17464
20140606_01:51,17594
20140606_01:52,16954
20140606_01:53,17407
20140606_01:54,17235
20140606_01:55,17570
20140606_01:56,17922
20140606_01:57,16372
20140606_01:58,16562
20140606_01:59,16484
20140606_02:00,17075
20140606_02:01,19559
20140606_02:02,17577
20140606_02:03,16185
20140606_02:04,15903
20140606_02:05,16079
20140606_02:06,16722
20140606_02:07,15517
20140606_02:08,15741
20140606_02:09,15433
20140606_02:10,16721
20140606_02:11,17395
20140606_02:12,15911
20140606_02:13,16050
20140606_02:14,16129
20140606_02:15,16156
20140606_02:16,17571
20140606_02:17,15859
20140606_02:18,16032
20140606_02:19,16083
20140606_02:20,16806
20140606_02:21,16921
20140606_02:22,15827
20140606_02:23,15911
20140606_02:24,16562
20140606_02:25,16523
20140606_02:26,16356
20140606_02:27,15778
20140606_02:28,15782
20140606_02:29,15983
20140606_02:30,15047
20140606_02:31,19962
20140606_02:32,17733
20140606_02:33,15961
20140606_02:34,16196
20140606_02:35,16391
20140606_02:36,17249
20140606_02:37,15766
20140606_02:38,16201
20140606_02:39,16249
20140606_02:40,17094
20140606_02:41,16785
20140606_02:42,16104
20140606_02:43,16192
20140606_02:44,16156
20140606_02:45,16376
20140606_02:46,16031
20140606_02:47,14980
20140606_02:48,15538
20140606_02:49,15791
20140606_02:50,15496
20140606_02:51,16447
20140606_02:52,14824
20140606_02:53,15039
20140606_02:54,15088
20140606_02:55,15463
20140606_02:56,16489
20140606_02:57,14856
20140606_02:58,15585
20140606_02:59,15525
20140606_03:00,15094
20140606_03:01,18452
20140606_03:02,18214
20140606_03:03,14978
20140606_03:04,15003
20140606_03:05,15119
20140606_03:06,15419
20140606_03:07,14937
20140606_03:08,15226
20140606_03:09,15103
20140606_03:10,15547
20140606_03:11,16260
20140606_03:12,14918
20140606_03:13,14929
20140606_03:14,14647
20140606_03:15,15309
20140606_03:16,15698
20140606_03:17,14826
20140606_03:18,15368
20140606_03:19,15319
20140606_03:20,15658
20140606_03:21,15862
20140606_03:22,14590
20140606_03:23,14596
20140606_03:24,14365
20140606_03:25,15484
20140606_03:26,15519
20140606_03:27,14606
20140606_03:28,14667
20140606_03:29,14541
20140606_03:30,15484
20140606_03:31,15503
20140606_03:32,17829
20140606_03:33,14931
20140606_03:34,14622
20140606_03:35,15102
20140606_03:36,14119
20140606_03:37,14422
20140606_03:38,14404
20140606_03:39,14959
20140606_03:40,15140
20140606_03:41,14968
20140606_03:42,14314
20140606_03:43,14545
20140606_03:44,14575
20140606_03:45,14548
20140606_03:46,15784
20140606_03:47,14814
20140606_03:48,14752
20140606_03:49,14584
20140606_03:50,15738
20140606_03:51,16468
20140606_03:52,15982
20140606_03:53,14633
20140606_03:54,14960
20140606_03:55,15681
20140606_03:56,15369
20140606_03:57,15673
20140606_03:58,13985
20140606_03:59,15626
20140606_04:00,14849
20140606_04:01,19331
20140606_04:02,15538
20140606_04:03,16090
20140606_04:04,15928
20140606_04:05,14937
20140606_04:06,14998
20140606_04:07,16623
20140606_04:08,14864
20140606_04:09,15451
20140606_04:10,14123
20140606_04:11,16469
20140606_04:12,15078
20140606_04:13,15337
20140606_04:14,15778
20140606_04:15,15898
20140606_04:16,15236
20140606_04:17,14708
20140606_04:18,14299
20140606_04:19,14459
20140606_04:20,14726
20140606_04:21,15223
20140606_04:22,14299
20140606_04:23,15100
20140606_04:24,14829
20140606_04:25,15504
20140606_04:26,15281
20140606_04:27,14591
20140606_04:28,15164
20140606_04:29,14869
20140606_04:30,16593
20140606_04:31,19076
20140606_04:32,15585
20140606_04:33,15186
20140606_04:34,15287
20140606_04:35,15234
20140606_04:36,16737
20140606_04:37,14833
20140606_04:38,14893
20140606_04:39,15568
20140606_04:40,15358
20140606_04:41,16596
20140606_04:42,15159
20140606_04:43,15002
20140606_04:44,15046
20140606_04:45,14819
20140606_04:46,14443
20140606_04:47,16444
20140606_04:48,15091
20140606_04:49,15405
20140606_04:50,16399
20140606_04:51,15809
20140606_04:52,15060
20140606_04:53,15443
20140606_04:54,15665
20140606_04:55,15135
20140606_04:56,15934
20140606_04:57,14777
20140606_04:58,14605
20140606_04:59,15040
20140606_05:00,15045
20140606_05:01,17698
20140606_05:02,15137
20140606_05:03,15095
20140606_05:04,15334
20140606_05:05,15481
20140606_05:06,15006
20140606_05:07,14983
20140606_05:08,14530
20140606_05:09,14595
20140606_05:10,15222
20140606_05:11,16376
20140606_05:12,14282
20140606_05:13,14461
