date,Num
20140529_00:00,1827
20140529_00:01,1898
20140529_00:02,1957
20140529_00:03,1942
20140529_00:04,1959
20140529_00:05,1826
20140529_00:06,1866
20140529_00:07,1711
20140529_00:08,1658
20140529_00:09,1659
20140529_00:10,1649
20140529_00:11,1598
20140529_00:12,1591
20140529_00:13,1579
20140529_00:14,1507
20140529_00:15,1535
20140529_00:16,1543
20140529_00:17,1507
20140529_00:18,1440
20140529_00:19,1435
20140529_00:20,1446
20140529_00:21,1463
20140529_00:22,1498
20140529_00:23,1459
20140529_00:24,1463
20140529_00:25,1438
20140529_00:26,1432
20140529_00:27,1390
20140529_00:28,1408
20140529_00:29,1444
20140529_00:30,1362
20140529_00:31,1217
20140529_00:32,1268
20140529_00:33,1311
20140529_00:34,1356
20140529_00:35,1265
20140529_00:36,1327
20140529_00:37,1396
20140529_00:38,1415
20140529_00:39,1416
20140529_00:40,1397
20140529_00:41,1281
20140529_00:42,1295
20140529_00:43,1257
20140529_00:44,1293
20140529_00:45,1199
20140529_00:46,1253
20140529_00:47,1197
20140529_00:48,1272
20140529_00:49,1191
20140529_00:50,1121
20140529_00:51,1179
20140529_00:52,1114
20140529_00:53,1115
20140529_00:54,1174
20140529_00:55,1166
20140529_00:56,1059
20140529_00:57,1088
20140529_00:58,1109
20140529_00:59,1161
20140529_01:00,1166
20140529_01:01,1111
20140529_01:02,1035
20140529_01:03,1040
20140529_01:04,1069
20140529_01:05,1022
20140529_01:06,985
20140529_01:07,1019
20140529_01:08,976
20140529_01:09,1004
20140529_01:10,896
20140529_01:11,994
20140529_01:12,924
20140529_01:13,938
20140529_01:14,963
20140529_01:15,945
20140529_01:16,945
20140529_01:17,938
20140529_01:18,902
20140529_01:19,921
20140529_01:20,877
20140529_01:21,813
20140529_01:22,904
20140529_01:23,898
20140529_01:24,946
20140529_01:25,959
20140529_01:26,980
20140529_01:27,948
20140529_01:28,922
20140529_01:29,922
20140529_01:30,937
20140529_01:31,928
20140529_01:32,867
20140529_01:33,850
20140529_01:34,802
20140529_01:35,842
20140529_01:36,854
20140529_01:37,774
20140529_01:38,781
20140529_01:39,822
20140529_01:40,737
20140529_01:41,793
20140529_01:42,731
20140529_01:43,756
20140529_01:44,747
20140529_01:45,814
20140529_01:46,737
20140529_01:47,762
20140529_01:48,761
20140529_01:49,810
20140529_01:50,693
20140529_01:51,713
20140529_01:52,734
20140529_01:53,715
20140529_01:54,757
20140529_01:55,701
20140529_01:56,622
20140529_01:57,592
20140529_01:58,639
20140529_01:59,665
20140529_02:00,640
20140529_02:01,611
20140529_02:02,538
20140529_02:03,586
20140529_02:04,632
20140529_02:05,641
20140529_02:06,544
20140529_02:07,577
20140529_02:08,618
20140529_02:09,589
20140529_02:10,559
20140529_02:11,597
20140529_02:12,688
20140529_02:13,671
20140529_02:14,654
20140529_02:15,644
20140529_02:16,704
