date,Num
20140612_00:00,21568
20140612_00:01,26635
20140612_00:02,23483
20140612_00:03,23593
20140612_00:04,22383
20140612_00:05,22526
20140612_00:06,23072
20140612_00:07,21899
20140612_00:08,22047
20140612_00:09,22686
20140612_00:10,22249
20140612_00:11,23271
20140612_00:12,22854
20140612_00:13,22723
20140612_00:14,22412
20140612_00:15,23907
20140612_00:16,23236
20140612_00:17,22707
20140612_00:18,22730
20140612_00:19,22812
20140612_00:20,23827
20140612_00:21,23204
20140612_00:22,22561
20140612_00:23,22383
20140612_00:24,22194
20140612_00:25,22643
20140612_00:26,22607
20140612_00:27,22452
20140612_00:28,22842
20140612_00:29,22700
20140612_00:30,23870
20140612_00:31,25423
20140612_00:32,24397
20140612_00:33,23073
20140612_00:34,22816
20140612_00:35,22847
20140612_00:36,23437
20140612_00:37,22523
20140612_00:38,22787
20140612_00:39,23163
20140612_00:40,23246
20140612_00:41,23607
20140612_00:42,22891
20140612_00:43,22983
20140612_00:44,23187
20140612_00:45,23231
20140612_00:46,24029
20140612_00:47,23002
20140612_00:48,22556
20140612_00:49,22796
20140612_00:50,22907
20140612_00:51,22854
20140612_00:52,22545
20140612_00:53,22228
20140612_00:54,23049
20140612_00:55,23606
20140612_00:56,23119
20140612_00:57,22925
20140612_00:58,23551
20140612_00:59,23025
20140612_01:00,23879
20140612_01:01,25977
20140612_01:02,23363
20140612_01:03,22466
20140612_01:04,23201
20140612_01:05,22959
20140612_01:06,22969
20140612_01:07,22368
20140612_01:08,22507
20140612_01:09,22559
20140612_01:10,21724
20140612_01:11,24379
20140612_01:12,22000
20140612_01:13,22019
20140612_01:14,22213
20140612_01:15,22661
20140612_01:16,22929
20140612_01:17,22505
20140612_01:18,22953
20140612_01:19,22569
20140612_01:20,22476
20140612_01:21,22938
20140612_01:22,22722
20140612_01:23,22609
20140612_01:24,22569
20140612_01:25,22917
20140612_01:26,22874
20140612_01:27,22197
20140612_01:28,22969
20140612_01:29,22473
20140612_01:30,23527
20140612_01:31,24960
20140612_01:32,22394
20140612_01:33,22300
20140612_01:34,22199
20140612_01:35,21917
20140612_01:36,23343
20140612_01:37,22320
20140612_01:38,22793
20140612_01:39,23140
20140612_01:40,22294
20140612_01:41,21958
20140612_01:42,22597
20140612_01:43,22350
20140612_01:44,22358
20140612_01:45,22965
20140612_01:46,22419
20140612_01:47,21920
20140612_01:48,22242
20140612_01:49,22138
20140612_01:50,22747
20140612_01:51,23168
20140612_01:52,21608
20140612_01:53,21887
20140612_01:54,22020
20140612_01:55,21910
20140612_01:56,21963
20140612_01:57,21701
20140612_01:58,22050
20140612_01:59,21827
20140612_02:00,22268
20140612_02:01,25904
20140612_02:02,23257
20140612_02:03,22453
20140612_02:04,22411
20140612_02:05,22955
20140612_02:06,22871
20140612_02:07,22223
20140612_02:08,22157
20140612_02:09,21818
20140612_02:10,22608
20140612_02:11,22987
20140612_02:12,21512
20140612_02:13,22008
20140612_02:14,22093
20140612_02:15,22435
20140612_02:16,22915
20140612_02:17,21771
20140612_02:18,22561
20140612_02:19,22556
20140612_02:20,22893
20140612_02:21,23549
20140612_02:22,23483
20140612_02:23,23147
20140612_02:24,23337
20140612_02:25,23139
20140612_02:26,22576
20140612_02:27,22542
20140612_02:28,22362
20140612_02:29,22516
20140612_02:30,22214
20140612_02:31,26310
20140612_02:32,23388
20140612_02:33,22363
20140612_02:34,22059
20140612_02:35,22489
20140612_02:36,22879
20140612_02:37,22226
20140612_02:38,22541
20140612_02:39,22251
20140612_02:40,22813
20140612_02:41,22804
20140612_02:42,22437
20140612_02:43,22559
20140612_02:44,22560
20140612_02:45,23123
20140612_02:46,23407
20140612_02:47,22629
20140612_02:48,22482
20140612_02:49,22471
20140612_02:50,22446
20140612_02:51,23178
20140612_02:52,22318
20140612_02:53,22099
20140612_02:54,22524
20140612_02:55,22975
20140612_02:56,23582
20140612_02:57,22197
20140612_02:58,22524
20140612_02:59,22867
20140612_03:00,23859
20140612_03:01,24859
20140612_03:02,23450
20140612_03:03,22105
20140612_03:04,22255
20140612_03:05,22546
20140612_03:06,23403
20140612_03:07,22173
20140612_03:08,22443
20140612_03:09,22853
20140612_03:10,23295
20140612_03:11,22677
20140612_03:12,24206
20140612_03:13,22368
20140612_03:14,22254
20140612_03:15,23563
20140612_03:16,23858
20140612_03:17,23263
20140612_03:18,21320
20140612_03:19,23176
20140612_03:20,22648
20140612_03:21,22863
20140612_03:22,22171
20140612_03:23,22382
20140612_03:24,22121
20140612_03:25,23679
20140612_03:26,24308
20140612_03:27,22254
20140612_03:28,23839
20140612_03:29,22472
20140612_03:30,24167
20140612_03:31,24159
20140612_03:32,23996
20140612_03:33,24657
20140612_03:34,22599
20140612_03:35,25529
20140612_03:36,23386
20140612_03:37,24907
20140612_03:38,23993
20140612_03:39,23118
20140612_03:40,23134
20140612_03:41,22484
20140612_03:42,24440
20140612_03:43,23002
20140612_03:44,21889
20140612_03:45,23598
20140612_03:46,23194
20140612_03:47,21692
20140612_03:48,22853
20140612_03:49,21956
20140612_03:50,22008
20140612_03:51,23008
20140612_03:52,21461
20140612_03:53,22648
20140612_03:54,22742
20140612_03:55,22568
20140612_03:56,22421
20140612_03:57,24000
20140612_03:58,22123
20140612_03:59,23027
20140612_04:00,22203
20140612_04:01,25016
20140612_04:02,21973
20140612_04:03,24474
20140612_04:04,21928
20140612_04:05,22558
20140612_04:06,23910
20140612_04:07,22916
20140612_04:08,22646
20140612_04:09,22543
20140612_04:10,22799
20140612_04:11,22188
20140612_04:12,22332
20140612_04:13,21983
20140612_04:14,22711
20140612_04:15,22705
20140612_04:16,22422
20140612_04:17,22154
20140612_04:18,21864
20140612_04:19,21632
20140612_04:20,21911
20140612_04:21,22003
20140612_04:22,21601
20140612_04:23,22013
20140612_04:24,22140
20140612_04:25,22729
20140612_04:26,22505
20140612_04:27,21631
20140612_04:28,21800
20140612_04:29,22086
20140612_04:30,21863
20140612_04:31,24452
20140612_04:32,21957
20140612_04:33,21979
20140612_04:34,21464
20140612_04:35,22001
20140612_04:36,22194
20140612_04:37,21923
20140612_04:38,22134
20140612_04:39,21559
20140612_04:40,21840
20140612_04:41,22377
20140612_04:42,22137
20140612_04:43,22038
20140612_04:44,22241
20140612_04:45,22138
20140612_04:46,23043
20140612_04:47,22111
20140612_04:48,22565
20140612_04:49,22218
20140612_04:50,22621
20140612_04:51,22755
20140612_04:52,21950
20140612_04:53,22233
20140612_04:54,22869
20140612_04:55,23112
20140612_04:56,22605
20140612_04:57,21896
20140612_04:58,21675
20140612_04:59,21869
20140612_05:00,22617
20140612_05:01,24748
20140612_05:02,23117
20140612_05:03,22000
20140612_05:04,22154
20140612_05:05,22268
20140612_05:06,22698
20140612_05:07,22330
20140612_05:08,22070
20140612_05:09,22406
20140612_05:10,22575
20140612_05:11,22262
20140612_05:12,22201
20140612_05:13,22041
20140612_05:14,22119
20140612_05:15,22848
