localId,localName,landmarkRank,lat,lng
1740669,黑龙潭公园,1,25.13765,102.7472
1750262,铁热克森林公园,1,41.950591,81.39782
1750528,阿吾赞沟森林公园,1,44.131854,81.675497
1754387,天山滑雪场,1,44.191024,84.839343
1757255,火车站,1,44.406577,84.914092
1757740,蒙古庙森林公园,1,43.896987,85.434082
1757766,黑山头植物园,1,44.320807,85.594238
1763903,二宫火车站,1,43.849066,87.52483
1765672,新疆乌鲁木齐南航凯宾斯基饭店,1,43.806753,87.598134
1765757,新疆鸿福大饭店,1,43.788971,87.600243
1767714,贡达下寺,1,29.001591,87.669472
1769580,天山天池风景区,1,43.905054,88.109181
1769980,金山森林公园,1,47.859771,88.136899
1772362,吐鲁番葡萄沟风景区,1,42.97145,89.219209
1772935,巴哥火车站,1,43.08292,90.022181
1773284,红山口火车站,1,43.097396,90.341263
1773994,火车站,1,29.620872,91.074743
1784486,雄关公园,1,39.794545,98.260227
1784543,嘉峪关体育馆,1,39.800127,98.263529
1786301,高黎贡山植物园,1,25.008773,98.498955
1791570,新世纪饭店,1,25.112531,99.171245
1793486,小普陀,1,25.807261,100.225074
1794746,火车站,1,25.590381,100.248748
1797567,百盛商场,1,38.973176,100.517697
1797815,黑河森林公园,1,38.927625,100.581317
1800051,西双版纳傣族园,1,21.842569,100.938939
1808492,郑和公园,1,24.669463,102.591405
1811825,昆明医科大学,1,25.052215,102.675806
1821822,佛山宾馆,1,29.59557,103.378391
1827097,都江堰站,1,31.020678,103.646015
1829216,锦江饭店,1,27.336105,103.710993
1834801,四川歌剧院,1,30.98403,103.939023
1834868,成都索菲特万达大饭店,1,30.985061,103.939645
1846134,湖广会馆,1,30.637771,104.326999
1848371,龙池坪森林公园,1,32.411496,104.533142
1849184,火车站,1,28.752107,104.602935
1855530,西南植物园,1,25.04552,104.90068
1860574,西山森林公园,1,29.571001,105.726099
1861460,重庆商业职工大学,1,29.367989,105.889385
1867828,北方民族大学,1,38.496924,106.11166
1868149,火车站,1,38.492365,106.171843
1868198,青龙湖森林公园,1,29.724115,106.179342
1868204,银川市植物园,1,38.405539,106.179793
1869386,银川大学,1,38.247584,106.238952
1869478,重庆师范大学,1,29.997871,106.24703
1871524,银川动物园,1,38.480193,106.265677
1872141,西南农业大学,1,30.007009,106.271552
1873823,宁夏沙湖生态旅游区,1,38.826229,106.369996
1876496,重庆佰富江景高尔夫俱乐部,1,29.604446,106.470402
1877779,崆峒大寺,1,35.548499,106.525025
1878398,重庆国际高尔夫俱乐部,1,29.421094,106.555157
1879027,重庆湖广会馆,1,29.558144,106.586888
1882184,野梅岭森林公园,1,26.170674,106.652541
1882545,火车站,1,23.886683,106.661598
1884850,鹿冲关森林公园,1,26.620239,106.697106
1886418,百盛,1,26.582203,106.712165
1887137,省植物园,1,26.625429,106.723918
1890418,谷口河火车站,1,28.943673,106.882672
1893234,遵义动物园,1,27.6845,106.949105
1893250,贵州省中亚热带高原珍稀植物园,1,26.460844,106.951218
1893289,长寿火车站,1,29.808032,106.976896
1899931,江西宾馆,1,21.538719,107.975146
1904844,百盛,1,30.807736,108.378996
1905025,黄水森林公园,1,30.214798,108.390326
1905566,巴黎春天,1,34.29914,108.483699
1907088,野生植物园,1,31.944652,108.666179
1912213,安康火车站,1,32.712653,109.017187
1914505,黄家垅森林公园,1,27.366355,109.190047
1915919,柳江火车站,1,24.258042,109.315936
1920968,吉首大学,1,28.286961,109.722476
1930415,雷琼世界地质公园,1,19.935497,110.20959
1930581,海南兴隆康乐园太阳河高尔夫球会,1,18.739484,110.240625
1930919,海南热带野生动植物园,1,19.771489,110.254422
1931663,海南第一MALL.广场,1,20.020238,110.283732
1932786,财富广场,1,20.026041,110.309209
1935223,海南师范大学,1,19.997247,110.345998
1938798,雪峰山森林公园,1,27.306807,110.39509
1939983,象山森林公园,1,35.481864,110.415129
1940603,海南台达高尔夫俱乐部,1,19.904389,110.449004
1942858,博鳌凯宾斯基饭店,1,19.157636,110.569383
1947290,火车站,1,32.603543,110.78129
1947972,高隆湾海滨浴场,1,19.516606,110.808792
1954378,火车站,1,35.025098,110.99162
1955619,运城高尔夫俱乐部,1,35.114066,111.059121
1956620,黄河森林公园,1,34.795021,111.205802
1959607,工人体育馆,1,32.543783,111.510158
1962059,天河城购物中心,1,22.765814,111.572921
1966583,金沙滩,1,30.417749,111.740967
1970909,韶山风景区,1,34.886987,111.809578
1973581,西苑饭店,1,34.800713,111.915343
1975755,阳江金山森林公园,1,21.87679,111.991223
1976038,金山森林公园,1,21.870968,111.998706
1976559,火车站,1,27.73848,112.0082
1977273,隆中植物园,1,31.984874,112.03674
1978300,锦江饭店,1,32.682631,112.077574
1994316,龟顶山森林公园,1,23.055279,112.419186
1995114,隋唐城遗址植物园,1,34.635962,112.44156
1997271,龙门山森林公园,1,34.557944,112.467062
1997961,七星岩风景区,1,23.074289,112.477132
2003588,山西今日美术馆,1,37.735486,112.567796
2003959,济源站,1,35.110167,112.574115
2006583,王府井,1,35.083499,112.606494
2014226,虎头山生态公园,1,34.744081,112.796609
2014839,神农山景区,1,35.206803,112.818453
2025260,黑石铺火车站,1,28.109024,112.960757
2027339,百盛,1,28.195671,112.985603
2028874,长沙生态动物园,1,28.037017,113.004959
2030507,湖南省植物园,1,28.102052,113.022248
2031978,财富广场,1,25.800343,113.03154
2032013,湖南省森林植物园,1,28.106727,113.031689
2033220,广东省笔架山森林公园,1,23.770242,113.036428
2036571,TCL南海工业园,1,23.1551,113.06827
2041484,金鹗山动物园,1,29.365524,113.112563
2061889,平顶山站,1,33.719298,113.304126
2066320,珠海金湾高尔夫俱乐部,1,22.10247,113.37057
2077626,河南省药用植物园,1,34.169142,113.498983
2081137,风云岭森林公园,1,23.546303,113.57206
2081563,威斯汀,1,22.125421,113.576623
2084468,广州从化华侨大厦,1,23.545322,113.59164
2092995,新玛特购物广场郑州总店,1,34.785021,113.681277
2095032,黄龙湖森林公园,1,23.715431,113.730632
2096579,广东省国营仁化林场森林公园,1,25.13192,113.761539
2105241,大商新玛特,1,35.302938,113.864987
2107580,湖南省壹力森林公园,1,35.711883,113.898278
2109607,赤壁站,1,29.721955,113.929456
2111178,常平火车站,1,22.968178,114.001166
2113738,锦江饭店,1,32.963539,114.037613
2116298,塘厦火车站,1,22.801609,114.10256
2118800,随阳天然植物园,1,29.671659,114.163124
2119847,王府饭店,1,35.897687,114.183643
2121882,石澳高尔夫球场,1,22.238056,114.25
2123543,万善庵,1,25.12787,114.309579
2130532,世纪海景高尔夫俱乐部,1,22.511938,114.490805
2137888,黄毛尖森林公园,1,31.543942,114.998461
2138086,螺子山森林公园,1,27.142308,115.014035
2138407,吉安火车站,1,27.10513,115.023251
2146670,东火车站,1,35.230978,115.504484
2147159,薄刀峰森林公园,1,31.115295,115.543782
2156578,百盛,1,28.675886,115.891943
2158451,白洋淀雁翎队纪念馆,1,38.922458,115.928872
2159723,江西省中国科学院庐山植物园,1,29.547924,115.986303
2160796,九江火车站,1,29.707525,116.00614
2170749,火车站,1,35.394144,116.59892
2174668,澄海华侨大厦,1,23.362089,116.694869
2176146,百盛商场,1,23.362478,116.718246
2187671,曲阜师范大学,1,35.591819,116.96974
2188853,黄河森林公园,1,36.732975,116.983457
2191685,伊势丹商场,1,36.664516,117.021578
2191741,山东大厦,1,36.641454,117.022402
2196902,山东东洲汽车奥迪4S店,1,36.67095,117.079125
2202086,银座汽车一汽奥迪4S店,1,36.670963,117.182765
2205451,天津北国高尔夫俱乐部,1,39.102867,117.254743
2206017,财富广场,1,35.65462,117.277722
2211033,国际高尔夫俱乐部,1,39.191364,117.485962
2212968,章丘火车站,1,36.710863,117.529528
2217028,火车站,1,24.524726,117.664161
2218477,百盛商场,1,35.648509,117.700396
2220378,花园饭店,1,35.908978,117.764994
2222250,锦江饭店,1,24.446358,117.816235
2231909,新火车站,1,28.496295,118.010542
2233931,野生动物园,1,36.671982,118.033322
2235174,张店火车站,1,36.792304,118.057862
2236162,华侨大厦,1,24.455349,118.08595
2238122,财富广场,1,27.323232,118.124818
2239463,火车站,1,26.62302,118.177688
2241119,滁州琅琊山风景名胜区,1,32.287194,118.275536
2243881,江苏宿迁市森林高尔夫俱乐部,1,34.040898,118.326799
2255977,西山森林公园,1,28.741317,118.620099
2258922,中华广场,1,33.709788,118.680895
2259034,中国杨树博物馆,1,33.681336,118.689079
2262893,玄武湖公园高尔夫俱乐部,1,32.038686,118.78124
2263705,南京图书馆,1,32.041506,118.795611
2267888,财富广场,1,31.943407,118.888434
2268993,青龙山森林公园,1,31.891618,118.961792
2281477,财富广场购物中心,1,36.705397,119.155312
2285832,百盛商场,1,35.759277,119.203495
2286457,连云港高尔夫俱乐部,1,34.579226,119.210222
