date,Num
20140520_00:00,776
20140520_00:01,2754
20140520_00:02,2911
20140520_00:03,2897
20140520_00:04,3028
20140520_00:05,2867
20140520_00:06,2867
20140520_00:07,2863
20140520_00:08,2746
20140520_00:09,2792
20140520_00:10,2811
20140520_00:11,2711
20140520_00:12,2656
20140520_00:13,2798
20140520_00:14,2658
20140520_00:15,2559
20140520_00:16,2506
20140520_00:17,2546
20140520_00:18,2523
20140520_00:19,2557
20140520_00:20,2569
20140520_00:21,2586
20140520_00:22,2596
20140520_00:23,2587
20140520_00:24,2574
20140520_00:25,2551
20140520_00:26,2495
20140520_00:27,2505
20140520_00:28,2558
20140520_00:29,2521
20140520_00:30,2445
20140520_00:31,2335
20140520_00:32,2407
20140520_00:33,2437
20140520_00:34,2330
20140520_00:35,2447
20140520_00:36,2548
20140520_00:37,2508
20140520_00:38,2488
20140520_00:39,2560
20140520_00:40,2557
20140520_00:41,2585
20140520_00:42,2469
20140520_00:43,2456
20140520_00:44,2483
20140520_00:45,2404
20140520_00:46,2385
20140520_00:47,2333
20140520_00:48,2294
20140520_00:49,2180
20140520_00:50,2185
20140520_00:51,2104
20140520_00:52,2197
20140520_00:53,2136
20140520_00:54,2146
20140520_00:55,2025
20140520_00:56,1988
20140520_00:57,2058
20140520_00:58,2021
20140520_00:59,2054
20140520_01:00,702
20140520_01:01,1907
20140520_01:02,1818
20140520_01:03,1964
20140520_01:04,1939
20140520_01:05,1927
20140520_01:06,1867
20140520_01:07,1969
20140520_01:08,3930
20140520_01:09,3785
20140520_01:10,3450
20140520_01:11,3401
20140520_01:12,3525
20140520_01:13,3398
20140520_01:14,3337
20140520_01:15,3187
20140520_01:16,3069
20140520_01:17,2950
20140520_01:18,2899
20140520_01:19,2815
20140520_01:20,2685
20140520_01:21,2778
20140520_01:22,2683
20140520_01:23,2700
20140520_01:24,2559
20140520_01:25,2574
20140520_01:26,2435
20140520_01:27,2429
20140520_01:28,2446
20140520_01:29,2377
20140520_01:30,2294
20140520_01:31,2310
20140520_01:32,2366
20140520_01:33,2259
20140520_01:34,2282
20140520_01:35,2196
20140520_01:36,2107
20140520_01:37,2073
20140520_01:38,1981
20140520_01:39,2039
20140520_01:40,1946
20140520_01:41,1977
20140520_01:42,1965
20140520_01:43,1896
20140520_01:44,1834
20140520_01:45,1887
20140520_01:46,1736
20140520_01:47,1783
20140520_01:48,1762
20140520_01:49,1762
20140520_01:50,1683
20140520_01:51,1625
20140520_01:52,1657
20140520_01:53,1703
20140520_01:54,1722
20140520_01:55,1707
20140520_01:56,1692
20140520_01:57,1668
20140520_01:58,1661
20140520_01:59,1674
20140520_02:00,435
20140520_02:01,1677
20140520_02:02,1590
20140520_02:03,1542
20140520_02:04,1534
20140520_02:05,1500
20140520_02:06,1405
20140520_02:07,1436
20140520_02:08,1483
20140520_02:09,1463
20140520_02:10,1533
20140520_02:11,1412
20140520_02:12,1419
20140520_02:13,1473
20140520_02:14,1365
20140520_02:15,1350
20140520_02:16,1431
20140520_02:17,1421
20140520_02:18,1409
20140520_02:19,1498
20140520_02:20,1437
20140520_02:21,1444
20140520_02:22,1459
20140520_02:23,1375
20140520_02:24,1292
20140520_02:25,1301
20140520_02:26,1364
20140520_02:27,1333
20140520_02:28,1265
20140520_02:29,1271
20140520_02:30,1244
20140520_02:31,1212
20140520_02:32,1200
20140520_02:33,1235
20140520_02:34,1272
20140520_02:35,1215
20140520_02:36,1258
20140520_02:37,1203
20140520_02:38,1224
20140520_02:39,1137
20140520_02:40,1101
20140520_02:41,1228
20140520_02:42,1201
20140520_02:43,1165
20140520_02:44,1091
20140520_02:45,1135
20140520_02:46,1043
