id,localName,checkNum,lat,lng
5071977,通成物流(蔡马东路),1,30.32531006,120.163564
5076282,好徕坞数码摄影,1,30.27110297,120.1664698
5077169,安庆小吃,1,30.33571898,120.1670479
5077328,中国建设银行24小时自助银行(杭州之江支行),1,30.27048186,120.1672031
5077365,中国移动通信通灵通讯石祥店,1,30.32775489,120.167247
5077778,杭州光与影婚纱摄影,1,30.26980805,120.1674931
5078261,牵手照相馆,1,30.33522908,120.1677851
5078336,中国联通皋亭信海合作营业厅,1,30.32622196,120.1678881
5078530,中国平安保险,1,30.3281039,120.1679032
5078753,奇异鸟奶茶(NO.076),1,30.33462689,120.1679729
5079261,皋亭坝门窗组装厂,1,30.33448307,120.168515
5079441,全家福品牌鞋店,1,30.33499497,120.1685932
5082521,浙一医院,1,30.25905504,120.1764711
5082816,杭州迪拂旅行社有限公司,1,30.24529997,120.1917869
5082916,园丰大酒店,1,30.23988505,120.192905
5089215,杭州天一汽车有限公司,1,30.3305941,120.1725819
5096188,金横桥卷烟,1,30.33262006,120.1744571
5102718,杭州海燕汽车玻璃有限公司,1,30.33256392,120.17374
5107664,明香羊毛衫店,1,30.33352206,120.1701488
5107672,鸿盛洗烫店,1,30.33388696,120.170585
5109084,杭州宏业钢结构有限公司,1,30.33334901,120.1737001
5111866,天津汤包专卖店,1,30.33383805,120.171273
5111867,新闻照相馆,1,30.33385889,120.1711091
5111884,高高通讯,1,30.33456294,120.1711091
5112409,杭州近江商业广场停车场,1,30.23989287,120.193354
5115282,小徐通讯,1,30.33406695,120.1708191
5115677,皇牌台球用品,1,30.32489304,120.171784
5118525,金玻餐饮有限公司,1,30.33335508,120.1742771
5120261,浙江虎牌电缆有限公司,1,30.33142289,120.1727372
5120262,杭州虎牌电气成套有限公司,1,30.33141595,120.1727398
5120263,杭州虎牌仪表仪器有限公司,1,30.33142087,120.1727398
5120270,浙江立德产品技术有限公司,1,30.33171893,120.1730439
5122481,皋亭神龙烟行,1,30.332333,120.172543
