date,Num
20140602_00:00,24976
20140602_00:01,26624
20140602_00:02,27050
20140602_00:03,27123
20140602_00:04,27073
20140602_00:05,27314
20140602_00:06,27390
20140602_00:07,27222
20140602_00:08,27619
20140602_00:09,27653
20140602_00:10,27754
20140602_00:11,27865
20140602_00:12,27939
20140602_00:13,28095
20140602_00:14,27901
20140602_00:15,28157
20140602_00:16,27971
20140602_00:17,28061
20140602_00:18,28128
20140602_00:19,28213
20140602_00:20,28330
20140602_00:21,28458
20140602_00:22,28450
20140602_00:23,28223
20140602_00:24,28618
20140602_00:25,28389
20140602_00:26,28394
20140602_00:27,28589
20140602_00:28,28777
20140602_00:29,28985
20140602_00:30,29315
20140602_00:31,29144
20140602_00:32,29502
20140602_00:33,29190
20140602_00:34,29117
20140602_00:35,28988
20140602_00:36,28933
20140602_00:37,29217
20140602_00:38,29428
20140602_00:39,29372
20140602_00:40,29179
20140602_00:41,29229
20140602_00:42,29378
20140602_00:43,29177
20140602_00:44,29238
20140602_00:45,29697
20140602_00:46,29831
20140602_00:47,30122
20140602_00:48,29705
20140602_00:49,29684
20140602_00:50,29888
20140602_00:51,29652
20140602_00:52,29359
20140602_00:53,29581
20140602_00:54,29698
20140602_00:55,30324
20140602_00:56,30203
20140602_00:57,30787
20140602_00:58,30467
20140602_00:59,30981
20140602_01:00,30797
20140602_01:01,30771
20140602_01:02,30427
20140602_01:03,29935
20140602_01:04,29587
20140602_01:05,29607
20140602_01:06,29657
20140602_01:07,29707
20140602_01:08,29915
20140602_01:09,30486
20140602_01:10,30371
20140602_01:11,30034
20140602_01:12,30040
20140602_01:13,30029
20140602_01:14,29946
20140602_01:15,29865
20140602_01:16,30176
20140602_01:17,30215
20140602_01:18,30108
20140602_01:19,30318
20140602_01:20,30271
20140602_01:21,30517
20140602_01:22,30901
20140602_01:23,30934
20140602_01:24,30885
20140602_01:25,30904
20140602_01:26,31318
20140602_01:27,31632
20140602_01:28,31303
20140602_01:29,31342
20140602_01:30,31370
20140602_01:31,31462
20140602_01:32,31602
20140602_01:33,31559
20140602_01:34,31394
20140602_01:35,31326
20140602_01:36,31165
20140602_01:37,30992
20140602_01:38,31532
20140602_01:39,31772
20140602_01:40,31688
20140602_01:41,32181
20140602_01:42,32002
20140602_01:43,32167
20140602_01:44,32174
20140602_01:45,31710
