date,Num
20140603_00:00,31114
20140603_00:01,35627
20140603_00:02,61520
20140603_00:03,49935
20140603_00:04,46164
20140603_00:05,39836
20140603_00:06,34128
20140603_00:07,32992
20140603_00:08,33172
20140603_00:09,32342
20140603_00:10,32901
20140603_00:11,32644
20140603_00:12,32465
20140603_00:13,32348
20140603_00:14,32724
20140603_00:15,36508
20140603_00:16,44774
20140603_00:17,48176
20140603_00:18,44388
20140603_00:19,45416
20140603_00:20,45936
20140603_00:21,54233
20140603_00:22,49220
20140603_00:23,50500
20140603_00:24,47093
20140603_00:25,44743
20140603_00:26,53782
20140603_00:27,48636
20140603_00:28,54388
20140603_00:29,53878
20140603_00:30,50776
20140603_00:31,53139
20140603_00:32,54493
20140603_00:33,56918
20140603_00:34,52611
20140603_00:35,51064
20140603_00:36,52768
20140603_00:37,52212
20140603_00:38,53459
20140603_00:39,45992
20140603_00:40,57089
20140603_00:41,50967
20140603_00:42,52812
20140603_00:43,49034
20140603_00:44,51820
20140603_00:45,54100
20140603_00:46,54457
20140603_00:47,58510
20140603_00:48,54174
20140603_00:49,50744
20140603_00:50,54155
20140603_00:51,58241
20140603_00:52,50999
20140603_00:53,48966
20140603_00:54,49541
20140603_00:55,52267
20140603_00:56,52656
20140603_00:57,60656
20140603_00:58,56935
20140603_00:59,55235
20140603_01:00,55293
20140603_01:01,60695
20140603_01:02,58396
20140603_01:03,56957
20140603_01:04,45620
20140603_01:05,47758
20140603_01:06,51228
20140603_01:07,49606
20140603_01:08,46686
20140603_01:09,50737
20140603_01:10,50513
20140603_01:11,51053
20140603_01:12,43287
20140603_01:13,39210
20140603_01:14,40544
20140603_01:15,49398
20140603_01:16,53225
20140603_01:17,52167
20140603_01:18,34554
20140603_01:19,47778
20140603_01:20,43279
20140603_01:21,49917
20140603_01:22,44842
20140603_01:23,51926
20140603_01:24,49057
20140603_01:25,47570
20140603_01:26,53458
20140603_01:27,48596
20140603_01:28,48578
20140603_01:29,53697
20140603_01:30,52412
20140603_01:31,56428
20140603_01:32,51967
20140603_01:33,49800
20140603_01:34,50606
20140603_01:35,47059
20140603_01:36,54779
20140603_01:37,45359
20140603_01:38,43935
20140603_01:39,49992
20140603_01:40,54545
20140603_01:41,52809
20140603_01:42,52326
20140603_01:43,50280
20140603_01:44,48109
20140603_01:45,50206
20140603_01:46,52874
20140603_01:47,51007
20140603_01:48,51640
20140603_01:49,49595
20140603_01:50,51438
20140603_01:51,35823
20140603_01:52,34453
20140603_01:53,35392
20140603_01:54,34373
20140603_01:55,32005
20140603_01:56,37540
