date,Num
20140611_00:00,0
20140611_00:01,0
20140611_00:02,0
20140611_00:03,0
20140611_00:04,0
20140611_00:05,18273
20140611_00:06,22554
20140611_00:07,22254
20140611_00:08,22257
20140611_00:09,22802
20140611_00:10,22924
20140611_00:11,21917
20140611_00:12,22571
20140611_00:13,22341
20140611_00:14,22094
20140611_00:15,23513
20140611_00:16,22698
20140611_00:17,22272
20140611_00:18,22636
20140611_00:19,22883
20140611_00:20,23992
20140611_00:21,23706
20140611_00:22,22437
20140611_00:23,22926
20140611_00:24,23287
20140611_00:25,23088
20140611_00:26,23150
20140611_00:27,22729
20140611_00:28,22811
20140611_00:29,22339
20140611_00:30,23905
20140611_00:31,26401
20140611_00:32,24394
20140611_00:33,22259
20140611_00:34,21685
20140611_00:35,22638
20140611_00:36,25544
20140611_00:37,23227
20140611_00:38,22443
20140611_00:39,23009
20140611_00:40,23311
20140611_00:41,22851
20140611_00:42,22739
20140611_00:43,22775
20140611_00:44,23371
20140611_00:45,22852
20140611_00:46,23091
20140611_00:47,22821
20140611_00:48,23206
20140611_00:49,22733
20140611_00:50,22044
20140611_00:51,24681
20140611_00:52,22461
20140611_00:53,22419
20140611_00:54,22102
20140611_00:55,22240
20140611_00:56,22060
20140611_00:57,21878
20140611_00:58,21768
20140611_00:59,21944
20140611_01:00,20816
20140611_01:01,28392
20140611_01:02,24024
20140611_01:03,21817
20140611_01:04,21827
20140611_01:05,23056
20140611_01:06,21842
20140611_01:07,21619
20140611_01:08,22165
20140611_01:09,21875
20140611_01:10,22589
20140611_01:11,21871
20140611_01:12,21556
20140611_01:13,21905
20140611_01:14,21519
20140611_01:15,22099
20140611_01:16,22164
20140611_01:17,21324
20140611_01:18,21645
20140611_01:19,21163
20140611_01:20,21675
20140611_01:21,21037
20140611_01:22,20923
20140611_01:23,20874
20140611_01:24,20963
20140611_01:25,20902
20140611_01:26,21308
20140611_01:27,20400
20140611_01:28,20227
20140611_01:29,20529
20140611_01:30,21950
20140611_01:31,23875
20140611_01:32,22567
20140611_01:33,20572
20140611_01:34,20422
20140611_01:35,20763
20140611_01:36,20166
20140611_01:37,20104
20140611_01:38,19962
20140611_01:39,19998
20140611_01:40,20927
20140611_01:41,20576
20140611_01:42,19943
20140611_01:43,20234
20140611_01:44,20146
20140611_01:45,20465
20140611_01:46,21022
20140611_01:47,20173
20140611_01:48,18887
20140611_01:49,21314
20140611_01:50,19860
20140611_01:51,21085
20140611_01:52,19948
20140611_01:53,20284
20140611_01:54,20253
20140611_01:55,20502
20140611_01:56,19936
20140611_01:57,19793
20140611_01:58,20104
20140611_01:59,19953
20140611_02:00,19678
20140611_02:01,24368
20140611_02:02,22844
20140611_02:03,19480
20140611_02:04,19414
20140611_02:05,20354
20140611_02:06,20819
20140611_02:07,19996
20140611_02:08,19856
20140611_02:09,20199
20140611_02:10,21119
20140611_02:11,20626
20140611_02:12,19695
20140611_02:13,19400
20140611_02:14,19537
20140611_02:15,20094
20140611_02:16,20025
20140611_02:17,19497
20140611_02:18,19939
20140611_02:19,19894
20140611_02:20,20447
20140611_02:21,20683
20140611_02:22,20289
20140611_02:23,19852
20140611_02:24,20547
20140611_02:25,20594
20140611_02:26,21252
20140611_02:27,19929
20140611_02:28,19719
20140611_02:29,19812
20140611_02:30,19594
20140611_02:31,26909
20140611_02:32,21105
20140611_02:33,19623
20140611_02:34,19430
20140611_02:35,20351
20140611_02:36,19981
20140611_02:37,19722
20140611_02:38,19629
20140611_02:39,19703
20140611_02:40,20075
20140611_02:41,20588
20140611_02:42,19343
20140611_02:43,19420
20140611_02:44,19501
20140611_02:45,20534
20140611_02:46,19598
20140611_02:47,19612
20140611_02:48,19798
20140611_02:49,19694
20140611_02:50,21377
20140611_02:51,20599
20140611_02:52,19409
20140611_02:53,19748
20140611_02:54,19340
20140611_02:55,20574
20140611_02:56,20038
20140611_02:57,19771
20140611_02:58,19818
20140611_02:59,19304
20140611_03:00,18165
20140611_03:01,25785
20140611_03:02,21311
20140611_03:03,19627
20140611_03:04,19324
20140611_03:05,19681
20140611_03:06,19666
20140611_03:07,19225
20140611_03:08,19729
20140611_03:09,19705
20140611_03:10,19797
20140611_03:11,21459
20140611_03:12,19334
20140611_03:13,19270
20140611_03:14,19178
20140611_03:15,19565
20140611_03:16,19254
20140611_03:17,18555
20140611_03:18,19270
20140611_03:19,18928
20140611_03:20,19523
20140611_03:21,19914
20140611_03:22,18739
20140611_03:23,18897
20140611_03:24,19117
20140611_03:25,19405
20140611_03:26,20103
20140611_03:27,18989
20140611_03:28,19049
20140611_03:29,19034
20140611_03:30,19396
20140611_03:31,23561
20140611_03:32,21992
20140611_03:33,19254
20140611_03:34,19004
20140611_03:35,19902
20140611_03:36,20077
20140611_03:37,18837
20140611_03:38,19419
20140611_03:39,19286
20140611_03:40,19656
20140611_03:41,19949
20140611_03:42,18944
20140611_03:43,19013
20140611_03:44,19316
20140611_03:45,19299
20140611_03:46,19256
20140611_03:47,19083
20140611_03:48,19071
20140611_03:49,19074
20140611_03:50,19662
20140611_03:51,19361
20140611_03:52,18923
20140611_03:53,19121
20140611_03:54,18992
20140611_03:55,19868
20140611_03:56,19334
20140611_03:57,18666
20140611_03:58,18724
20140611_03:59,18429
20140611_04:00,20540
20140611_04:01,23488
20140611_04:02,19557
20140611_04:03,18866
20140611_04:04,18523
20140611_04:05,18401
20140611_04:06,19175
20140611_04:07,18796
20140611_04:08,18805
20140611_04:09,19278
20140611_04:10,18962
20140611_04:11,19767
20140611_04:12,17844
20140611_04:13,17932
20140611_04:14,18078
20140611_04:15,18446
20140611_04:16,18354
20140611_04:17,17632
20140611_04:18,17992
20140611_04:19,18418
20140611_04:20,18654
20140611_04:21,18904
20140611_04:22,18023
